Sentences,label
Tonight is the Michigan vs PSU game,joy
Tonight is also the drag show which I shall be attending faithfully,joy
Wow,joy
I'm reading this back to myself and I'm totally yawning,joy
Let's face it,joy
I don't drink anymore,joy
Hard alcohol would surely have put me in the ER,joy
And this hair,joy
Lex Squared told me that she could do something with my hair,joy
That's a polite way of saying,joy
I'm staying with Kristen Ward,joy
She has 4 boys staying her who attend West Point,joy
Hi,joy
They're cute,joy
So I toned down the performance and slept until right now,joy
I almost died,joy
Look at me! I'm like Ellen on straight television,joy
I'm a maneater!,joy
Oh and Ps!,joy
Totally mine,joy
I feel like I should be writting right now,joy
The other week I was at Roxy with Robbie and company and the crack house came up,joy
How much you give me for this Bacon?,joy
nevermind I've got an Arabic test I could be studying for,joy
ones worth retelling?,joy
Within a week I bid on and won about 14 cookie jars,joy
They are just so cute I can't resist them although I think I am under control now,joy
At least I haven't bought any in about four days,joy
I still have six that have not arrived yet,joy
Oh well I will find space or have Tim build me some shelves,joy
One cookie jar was not packed well,joy
HE KNEW EVERYTHING THERE WAS TO KNOW ABOUT PACKING he said,joy
Well needless to say his packing job was far below any I have seen so far,joy
Man I just can't seem to keep out of trouble,joy
I even sold a few things on Ebay,joy
Will have to work on that enterprise,joy
Tim and I have been fishing and camping,joy
There always seems to be much to do around here and we don't seem to get much done,joy
Or at least I don't,joy
Tim is working on putting a border fence up in the front of the property,joy
Then he wants to put in an underground sprinkler system before we plant grass in front,joy
We also will be planting trees and shrubs in front and some day putting a small deck coming out of the front door,joy
We have come a long way in a year though!,joy
Well must go put dinner in the oven,joy
Homemade macaroni and cheese,joy
With all this cheese we will probably be constipated tomorrow,joy
Mmk,joy
Thursday:,joy
Then later hung out with some loser until like 12,joy
Friday:,joy
Chels and I cleaned my room which was much needed,joy
Then Ashlie and Becky came and picked me up we stopped at Joey's to see if they had any applications then went out to the mall so I could turn in some apps and so Ashlie could buy some underwears,joy
I came home and got my stuff together to go up to the kid's camp,joy
Even after getting off the phone with her I balled forever,joy
It was sooo cold out seeing as I don't have a winter jacket or anything,joy
It was real lame,joy
Photobucket - Video and Image Hosting,joy
Today Chels made me a sandwhich since she loves me and I had some soup so I feel better,joy
I'm going out for a little tonight and then I'm gonna see if Ash and Beck want to stay,joy
Then Tomorrow,joy
It all started a month ago in kickboxing class (at least that part sounds way cool),joy
The new instructor is a former marine and showed us these five-pointed-star push-ups,joy
Anyway I get home and notice my knee feels kinda tight,joy
But after a month that hasn't really happened,joy
So I'm old but I have these really cute Etienne Aigner boots to show for it,joy
Well you know what?,joy
In the last fifteen years ,joy
my life has been somewhat conventional:,joy
job wife two kids house car,joy
Seen from a distance I've been following the script ,joy
the path that society lays down for people like me,joy
have been when we have turned the script upside-down;,joy
skipped a line or a page or an act;,joy
swapped parts;,joy
cut pages up and rearranged them;,joy
This is me my self-fashioned self,joy
I will not play the part that others have chosen for me,joy
This happened again today,joy
Sucks for Levon but he said he wouldn't let me drive with the trailer anyways,joy
But I'm free til' Aug 31st,joy
Everybody call me Just letting you all know I suck at at tests,joy
first: heh heh heh so appropriate fer me,joy
I dunno press the button and find out,joy
second,joy
couldn't the fucking terrorists decide to get caught you know after I landed?,joy
no of course not,joy
or convert everyone to Islam or just blow you up one by one in a fucking plane train or automobile,joy
let me calculate how long that'll take with current rates of reproduction and the current world population,joy
never,joy
so fuck off,joy
you've killed less people in the last six years than we did to ourselves in a week in 1916,joy
so fuck off,joy
we do it much better anyway,joy
that's all that matters isn't it?,joy
the state of our souls,joy
more virgins for you,joy
the quota might drop to 45 or something,joy
I'm being a little flippant here but I'm sure you get the point,joy
maybe I should draw a cartoon,joy
oh right I forgot that's a no go area either,joy
you know why?,joy
because when you piss us off we have to used measured restraint,joy
we have to be diplomatic,joy
now,joy
I am a rational intelligent rather well informed individual,joy
AND I'M ANNOYED,joy
because I know,joy
in nine days I will spend probably 5-6 hours in aiports whereas 10 years ago,joy
not so much,joy
why must I show up three hours early for my flight?,joy
but basically my mind will stray to one mantra,joy
fuck off,joy
The job was frustrating today,joy
Well actually I have to be BUT,joy
So some guy will call,joy
'I'm not recieving the paper,joy
but I sent in a check 3 weeks ago,joy
' OK so,joy
I look up the address he mumbles to me and see that no payment has come in for 5 months,joy
What am I supposed to say other than 'we did not recieve your ''supposed'' recent payment',joy
Then they throw a little hissy fit for 5 minutes as I repeat myself over and over,joy
And then they hang up,joy
Or some woman will call with a question that has nothing to do with circulation,joy
So,joy
I ask Robbye knowledge of all things Ann Arbor News,joy
But really Ive only had the job a few weeks,joy
And originally I was supposed to be given some book of all knowledge,joy
That never happened,joy
And then the dispatcher was all pissy with me over some redelivery shenanigans I was doing wrong,joy
So no cubicle job for life for me,joy
I saw Phil,joy
I went to Sheldon's house,joy
We sat outside on his porch,joy
Sheldon Phil Daniel and I,joy
Sheldon and I told him to shut up,joy
I tried to control myself,joy
He was so good-looking,joy
His hair his eyes his dimples,joy
He has a new eye brow piercing,joy
It suits him,joy
It's still too soon to make those comments,joy
But he did,joy
Because he knew I needed the reaction,joy
haha,joy
Phil reluctantly came along,joy
He didn't want to make eye contact with me but we made eye contact a lot,joy
And I didn't try to touch him,joy
I didn't want to make physicaly contact,joy
Was I wrong to be taken aback by that?!,joy
No,joy
Then when we were there I got what I needed as did they and I was standing outside with Phil as the other two were still in there,joy
And that it's him now,joy
He whatevered me UGH,joy
I assured him you do care,joy
You just don't show it anymore,joy
and by then they guys were out of the store,joy
Phil walked away quickly,joy
Are you okay? He asked,joy
Yeah I'm going to go home,joy
You're not coming with us?,joy
No I'm going to go,joy
Why?,joy
Is it really that hard to tell?,joy
I know I shouldn't have been snotty about it but I thought it was fucking obvious,joy
I hung up and started walking home,joy
Like 10 minutes into walking home aaron pulled up to drive me home,joy
I never even told him what happened but he helped a lot,joy
ive missed it so,joy
I had a lot of time to myself in the car which I used,joy
I thought a lot about different things and I wrote more than I have in a long long time,joy
but for now im going to go experience how fabulous the night sky smells,joy
I've been having random fears and doubts lately but that happens,joy
I suppose there's been a fair amount of drama including some with my ex Sadie,joy
It'll turn out one way or another,joy
Bah,joy
As always,joy
I have work in the morning then three days off,joy
Woot,joy
Yeah,joy
Oh well,joy
Later,joy
And I did it in about 10 minutes,joy
I'm the man!,joy
PS If you don't understand exactly what I did (it's a bit technical) just know that it was impressive and I rock,joy
So it's Friday night and here I am in front of the computer screen,joy
So I spent the day watching The Real World: Austin with my little brother,joy
But anyway so we watched tv during the morning and when 4pm came by we decided to do laundry and play Burnout 3; I beat his ass!,joy
LOL,joy
Then my parents came home and I deicided I'd make donoughts,joy
But other than that I feel really alone right now because it's Friday and I'm home!,joy
Do your job and do it well- and it will speak volumes for you,joy
Congratulations- and Welcome to Corporate America- where the Vice Presidents and Senior Officers and Managers don't hibernate-- they walk among you,joy
I'm focused,joy
I have a 99 average in my class,joy
yeah- I'm not going anywhere,joy
That means if I stay on the right path- when I'm 25 I could be an ABT Trainer 2 as well- or the equivalent,joy
I could be an IT Specialist V in 4 years,joy
I could be Paul Amos Jr's secretary- if I work hard enough,joy
The advancement opportunities are just awesome,joy
The sole stipulation: Do your time first,joy
Spend 1 year answering calls for the Claims spread- and then be free to go to where-ever your heart desires,joy
Don't like it?,joy
Just move somewhere else!,joy
Speaking of the famous Amos' -( not the cookie people EICON1 - the AFLAC founders)- I passed Dan Amos in the hallway yesterday,joy
I want that,joy
I've realized what I want in life,joy
I want a family,joy
I've been staying at Mary's house and she keeps telling me I'd be an awesome mommy,joy
She told me 4 times yesterday,joy
Yeah- I really would,joy
(The AFLAC All-American Baseball Classic),joy
I monitored calls today with Julia,joy
I have the world in the palm of my hands,joy
The corporate world at least,joy
I'm still working on that family part,joy
but I've not talked to the most important person in my life- in over a week,joy
I don't know what to do,joy
Or he would've come through last weekend,joy
The thread to this relationship is wearing thin- it's on it's last strand- and though he may think it's cool to not do what he says hes going to- it's not cool to me,joy
It's not over,joy
We're still together- and we still have the opportunity to make things right - - - but I'm a very patient person- and it's been close to 5 years now- and my patience is wearing thin,joy
Something has to happen SOON,joy
I would like to be married before I'm 23,joy
Wayne just called me!!!!!!!!,joy
Apparently it was not Wayne alone who was misled,joy
The rest of the troop that he was sent with thought they were only going for 12 months,joy
So they thought they were going for 12 and Wayne thought he was going for 10 and then one day BOOM they are staying for 16,joy
So they are getting to come home for a short time after thier training,joy
Now they don't know yet when that will be but I don't care,joy
I will get that 5 days and then later on he will still get RnR,joy
That was the first thing that I thought will that cut down yalls RnR? and he said no,joy
It is just something they get to do because they are having to go longer than intended or however they word that!,joy
Alley still hasn't had those pups,joy
I told her that she better get on the ball and she looked at me and yawned so maybe that was a yes lol,joy
It has been 4 days since her milk dropped and they are supposed to have the pups after 5,joy
We'll see,joy
Keep in mind that we had only just moved in together at that time and he didn't know much about whelping pups!,joy
He had watched me dock two litters but still he did a great job,joy
Now he wishes that he was here to help with this litter Image,joy
As far as school goes,joy
I start my very last class Monday,joy
I feel very uninspiring,joy
Argh!,joy
I need it and I want it,joy
I didn't even know he watched that,joy
Not kidding!,joy
He the Brady Bunch,joy
If I went and got in the car right now,joy
and chase me out,joy
OH OH OH he is yelling at me Are you ready to go already!,joy
Like it's me holding up the show!,joy
Talk to you later!,joy
Three people have been laid off at the office in the past hour,joy
When I come back from my Survival course and return to work I won't have a staff anymore,joy
At the beginning of August there were 10 of us,joy
Now the agency is down to 3,joy
I will have to plan an agency party/reunion at the end of August,joy
Lots of shooters,joy
gt;sighlt;,joy
NOW I'm ready to get away to the rattlesnakes and scorpions,joy
No one updates anymore,joy
And barely anyone's online,joy
is this becuase its summer?,joy
WELLLLL,joy
I have little news - just about two weeks left on the job and ihere in p-town so gimme a call before the 25th,joy
And I'm basically packed becuase I never unpacked anything except clothes really,joy
except I have a butt load of stuff in general!,joy
I'm gonna have my brothers truck and my dad's and my car to take stuff down there,joy
thats a lot,joy
I realllllly want a mandolin like right now,joy
and a guitar,joy
so that I can learn hw to play them becuase I reallllly want to learn cause im a nerd like that,joy
and I emphasize - band,joy
called the Silhouettes (I came up with the name,joy
I know,joy
lol jk),joy
But I want to go,joy
soon,joy
And thats all ciao for now!,joy
Inside joke inside joke,joy
Ew we had this really crappy sub,joy
Jason Josh Allan T amp; sometimes Jacob,joy
well for many reason that I`d rather not name online,joy
Attention seeker ? Most likely,joy
Mmk on to the next subject Thursday amp; Friday:,joy
I was really tired since it was like,joy
Dancing ASB dancing ASB back amp; forth,joy
Hahah,joy
My two fingers that I tie the ballons with were smelled like balloons,joy
Ew,joy
Hahah,joy
Janel Madilyn Desiree(surprise) amp; Jasmine [note:they're all seventh graders] first at Janel's house,joy
It was like,joy
We met up with litte Danielle too (: Lolitas amp; Starbucks as always,joy
Saw some Otay people then headed to Veterans park after,joy
JK,joy
We rolled amp; skateboarded down the grass hill thing,joy
Hung upside down like monkeys at the monkey bars amp; acted like little kids at the swing once again,joy
Sucks I didn't bring my camera but yeeah,joy
That was my week,joy
amp; I think tomorrow a friend`s coming over ? Not sure who haha kaay bye,joy
Posted 8/11/2006 at 8:53 PM - email it,joy
I must say this summer has gone by in the blink of an eye,joy
what seemed like 4 months off has seemed like it at all,joy
not that I had 4 months off in the end,joy
So far I have done zip camping no trips to the lake,joy
I am getting so tired of this studying for my securities exam,joy
I go for my practicum interview next week along with a 2 day orientation at PI,joy
Should be interesting,joy
I haven't really given school much thought as of recent times,joy
I have been so focused on this course and going to work with my dad that I really don't know what to think anymore,joy
I started with one dream and was working towards it now I don't see it anymore,joy
I am curious as to see where this all goes with my dad and who knows I may just take over his book of business and all that,joy
whoot,joy
it gets me out of the job I'm in and will open the doors to other opportunities that aren't available to me now,joy
Maybe I have become lazy in thought b/c I don't bother with it,joy
and stress,joy
society has become just one big stress pool,joy
Our conversations with family friends co-workers etc all seem to revolve around how crappy are day is has been or is going to be and it seems all like we compete with one another to see who has a crappier one,joy
where I am going with this I have no clue,joy
I don't have a plan I don't know what I want in the long run,joy
I'm just taking it as it comes,joy
one day one week at a time,joy
I can only take so much of her though for her sake and mine EICON1,joy
I have a job where I have come to know some amazing people who have such potential but possibly will never get to put it to any use due to the cirumstances of the choices in life,joy
one I am not thinking long term,joy
maybe more so,joy
I needed to start over new,joy
They are better off where they are now,joy
we are all moving forward on our own path,joy
hopefully the right one,joy
I have a list of things I want to do during my time and each day I add something new to it,joy
it says a lot even if it was written by a comedian,joy
A few days ago I ran into this article online: http://msnbcmsncom/id/14126192/ talking about statistics regarding the number of friends people having being at some sort of new low,joy
I definitely feel like moreso than any other time in my life I'm operating almost at the ground floor in regards to the friendships I have and the way I interact with those friends,joy
You build friendships as fortifications against getting too old too fast but sometimes life just catches up with you regardless of your efforts,joy
On a big picture scale I'd like to believe that I still hold the same value system that I held when I was 18 years old now a scary half-a-lifetime ago,joy
If I didn't have the desire to be better than what I currently am would I have impetus to keep living at all?,joy
if the goals are similar which one would you prefer to be?,joy
Now which one are you most of the time?,joy
Old wounds fester into something that can't be healed neglect becomes forgetfulness which then becomes amnesia and before long you wonder if it ever happened,joy
So what does this mean to me then?,joy
I'm not going to go into specifics here but it almost always ends up in yelling and tears,joy
My only plausible explanation is that I want out,joy
I know its normal for someone who's in college to be living with their parents but that doesn't quell the wish to be independent and free,joy
Frenchie Fucked Off,joy
Now me and Tyler are running the shop and I don't know if Tyler's even going to stay or not,joy
It's been a week and I'm still really pissed off,joy
But I asked him about WHY he doesn't cook for himself and he said he just doesn't have enough time,joy
The look on my face I think said it all,joy
This is the man who gets into the office at 10:30am leaves by 3pm takes 20minutes to get to the office dry cleans all his clothes has a cleaner doesn't have a wife or family to chase after - and he doesn't have time?I explained that I travel 15 hours each way every day to go to work I go to the gym more than he does I cook my meals I have a life and I have a house to look after,joy
I choose to do more important things with my time,joy
great life choices right there,joy
no wonder he doesn't have a girlfrend if his definition of more important things than actually looking after yourself like an adult isn't important enough,joy
Urgh,joy
AARRGGHH!!!,joy
She slams on her brakes stops her car right in front of me in the middle of the street and gets out,joy
Then she comes up to me and starts yelling at me,joy
I said,joy
 She threatened,joy
I tried to bike away- what was she gonna do?,joy
Write down my licensce plate?,joy
She grabbed the handlebars of my bike and tried to push me off,joy
Now people are already honking and stuff because her daddy's lexus is blocking the intersection,joy
We're struggling with my bike,joy
hey she assulted me in the middle of an intersection,joy
and I was on a fucking BIKE,joy
fucking A,joy
I woke up on Wednesday morning bright and early (as I do) to go into work/uni,joy
But then one of my housemates who was already up informed me that no it was that the electricity wasn't working anywhere in the house,joy
Grrrr - I then spent the next 10 minutes or so turning everything off in the house switching the safety switch back on and then sequentially turning everything back on until the safety was tripped,joy
We tried everything to make sure it wasn't the plug/circuit itself,joy
But no it was the fridge,joy
We thought for a while about what to do not really being able to afford either a new fridge OR to fix this one,joy
offered to give us her fridge (woooo!),joy
but will joyfully be picking the other one up today,joy
Wooo!,joy
YAY!,joy
Well maybe,joy
I feel like I could fly,joy
ive come to realise also how different I am with him,joy
not different me or anything different in how I am in OUR relationship compared to my others,joy
and im sure he's been doing the same,joy
we're friends and lovers and everything inbetween that,joy
I want to be everything he needs and more,joy
and ive learned from my past relationship what to do and what not to do and watching what I say and how I say it and,joy
ALL these things im more aware of the relationship and it status and im not ,joy
I better not considering the circumstances,joy
so no I wont have my head too high up my ass about it but im noot going to sit here and think/dread it everyday either,joy
somehow,joy
its completely unlike anything I had with chris rerally but jamie has a lot of personality like chris did,joy
he could car eless about anything and everything as long as he got his way everything was alright,joy
stupid ass hole!,joy
can someone tell me please?!,joy
oh yeh I was sub-conciously restraining myself and waiting for Jamie EICON1,joy
Let's try and finish Sunday now for the third time before it is Sunday again!,joy
Haven't seen him in ages,joy
Goes figure he'd be there,joy
Anyhow not important though,joy
Oh ya we were talking about Land Rovers!,joy
W0rd!,joy
That was funny,joy
Everyone at the table was giggeling,joy
W0rd I am dead tired!,joy
Gonna push through with this!,joy
Her niece and Lizelle came along,joy
That be the only reason cos everyone is scared of driving with me >> Don't ask,joy
:P I drive well now though yep I do!,joy
but don't think they would let you do that,joy
NooooOOoo,joy
I took lots of photo's!,joy
Will try and upload them somewhere or do something or I will see!,joy
Okies!,joy
I took photo's of this little girl swimming in the ocean,joy
The water is freezing cold by the way and it is winter and we sat there dressed warmly!,joy
Somehow Anri got the idea in her head that I had to go test the water so that she can take photo's and like that was not enough I had to throw Baywatch moves,joy
You know that Baywatch running style from that tv program,joy
Funny photo's came out there,joy
I wanted to take photo's of Kiteboarders but there were none!,joy
oO Took a photo of him he was a bit far though,joy
I would like to just walk around or sit somewhere where lotsa people are and take photo's of them especially like action photo's!,joy
I totally zone out,joy
We went to Anri's house for cake and coffee,joy
Hmmm,joy
cake ^^ ICE-CREAM!,joy
We sat there 'trying to decide' what we are going to do,joy
We almost sat there for an hour,joy
That was as clear as daylight,joy
So we basicly had to wait for Anri to decide,joy
Hm,joy
what do you pick,joy
so we went and it was nice to be there!,joy
:p,joy
They went to the movies afterwards,joy
Anri promised to come to my house after the movie to keep me awake while I work,joy
Didn't think she would do it but hey!,joy
Ye,joy
I am too tired now,joy
will finish later,joy
I want to pose a serious question to anyone out there that chooses to read this,joy
No I'm not a stupid chick for those of you that may be wondering,joy
Would you be careful and try to preserve every moment you have left?,joy
So I tried to step out of myself for a minute and look at things the way he may have been viewing them,joy
An athelete,joy
You are virtually unstoppable,joy
All you have to do is decide which opportunity you would like to take advantage of first,joy
The world is still yours for the taking,joy
So you make an appointment with a recruiter for an interview and physical,joy
Everything goes well with the interview,joy
You go home wait two weeks then return to the recruiter's office for the results of your background check and physical,joy
The look on the recruiter's face is unmistakable,joy
He begins to speak while you're planning I'm sorry to have to tell you this(ok I can move back home for a while and go back to school and work on my degree,joy
So what do you do?,joy
This is the story as it was given to me and when I heard it I was pissed,joy
First because I could already piece together the backdrop of the story,joy
See I knew he had cheated,joy
lol),joy
I'm like For what?,joy
I couldn't answer her,joy
Really what did make me think that?,joy
I would have given this man who obviously had little regard for me my life in exchange for his bullshit and lies,joy
I realized that my life belongs to me Fuck the bullshit,joy
He never took any medications other than a multi-vitamin,joy
I wonder what changed his mind about that?,joy
I've asked him about this and he has never really given me an answer,joy
I wonder how many other people have made the same decision that he made,joy
So what would you do?,joy
The question itself is mostly rhetorical presented to raise awareness and provoke thought moreso than response,joy
All will be greatly appreciated,joy
im going to be trashed,joy
even tho I have work on monday which is my bday cause shop rite sucks my dick,joy
im usually always so pumped for my bday,joy
but right now its just reminding me that everyones leaving me,joy
I seriously dont know what I am going to do at all,joy
and everyone thats home is so wrapped up with their own stuff ///dudes//women,joy
it just sucks when everything youve known for years just disappears,joy
alfkjaslkjfasjflka;sjdf;asjfals;fjlakjsf,joy
im done talking about it,joy
I cried on the way home from myrtle,joy
for many reasons,joy
nothing hereee,joy
im hearbroken lt;/3,joy
myrtlelt;/3,joy
I just do not want to live at home anymore,joy
im just annoyed,joy
but nobody else is for moving out as much as I am,joy
all my substitute information is in,joy
if I can get a job at taylors,joy
and I can get a new car,joy
then convince someone to move out with me,joy
since everyone I wanted to get an apt with is now moving 29857938475 miles away all b/c of a freaking deadline,joy
fags,joy
////the way you look at me////,joy
gnite darlins,joy
I have work in the am,joy
Well well well,joy
Hahaha!,joy
Jake's directions to the schools LJ account was wrong,joy
You can't trust Jake's directions to his own bathroom in his own dorm room!,joy
Hahaha!,joy
So drop by and tell me what all of you are up to!,joy
I so missed all the cool people I met at SHS!,joy
I've been wondering which aspects of a behavior determine whether it's ritual or rut,joy
And how I can possibly develop more rituals and fewer ruts in my life,joy
This has all come about because lately I've been thinking about the Big Picture,joy
Granted not the global world-issues Big Picture just MY Big Picture,joy
The same thought keeps coming back to me: I lived my first 40 years largely as a leaf blowing about in the wind,joy
it was not self-determined,joy
I want the next 40 years to be lived on purpose,joy
How do I do that?,joy
And how can I start now?,joy
[It makes sense that there is concern for addicts or alcoholics who successfully gets straight or sober some place other than where they live,joy
and then eventually have to return home to old triggers],joy
So anyway,joy
Ritual,joy
Rut,joy
That and they may not be exactly great for you,joy
I'm not advocating all-structure all-the-time or anything,joy
But I do know the perils of a life devoid of ritual,joy
At least in my experience,joy
I'd like to say that my rituals are more active and crunchy,joy
but alas they aren't (yet),joy
Here are some rituals I HAVE managed to cultivate:,joy
* Every day when I come home from work the first thing I do is put on my pajamas,joy
Maybe that doesn't sound like a ritual,joy
* Every other Saturday Catharine and I get manicures and pedicures,joy
and we come away with the cutest toes ever!,joy
I've just realized in trying to make a list of my rituals that I really don't have many,joy
How very telling,joy
When I imagine the rituals of others things like a daily morning run (something hard for me to fathom I admit) meditation feeding the ducks on Thursdays after-dinner strolls with your family poker night date night,joy
and the like are what come to mind,joy
Always,joy
and,joy
Is that a rut,joy
or just something totally mental that I do?,joy
Anyway I don't want to sully this post with MY list of rituals and ruts,joy
How do you think we can instill more meaningful rituals into our lives?,joy
From talking with cartoonists I get the sense that most of them find it debilitating too,joy
It can be ego-crushing when no one comes to buy anything,joy
- Bart Beaty whom I had the pleasure of meeting at the show from his Conversational Eurocomics column on what SPX could learn from some European conventions,joy
I really enjoyed myself at SPX that delightsome Bethesda megamall of rare and exclusive purchases and the men and women who brought the wares about,joy
That means I didn't see the Ignatz Awards didn't partake of any post-show gatherings and missed a big chunk of panels,joy
Commerce!,joy
Show debuts!,joy
There were no signs to direct you to the panels or whatnot though it wasn't hard to find someone to ask direction of,joy
Still the separation-by-floor carried a certain symbolism for me when coupled with the atmosphere; upstairs was the carnival of monies and tables downstairs were the talks and trophies,joy
Upstairs there were masses of shoppers with bags and backpacks and totes cookies and candies and muffins on certain tables to attract attention and even a pair of folks operating hand puppets to entice a stray passerby,joy
Downstairs there were hushed people crouched before open doors the portals leading to capacity talks,joy
All of it in a building off the highway malls and fences and the whipping metal sea of vehicles all around it,joy
It was a hotel on a road,joy
But we didn't hang around,joy
I also made it a point to say hello to everyone there with whom I'd ever communicated on the internet though I couldn't find anyone matching Johanna Draper Carlson's description and I totally missed Douglas Wolk,joy
To look only at this crowd you'd imagine that there was no question as to the diversity of the comics-reading audience,joy
I went to two panels Scott McCloud's and Brian Chippendale's,joy
At one point McCloud began vigorously drawing a chart to illustrate different types of artists all the while telling stories of the message board clashes between forces on places like the Comics Journal board,joy
Afterward (a solid half-hour afterward I believe) McCloud could be seen out in the hallway taking questions from anyone who happened to want to talk to him away from the bustle of his table upstairs,joy
BOOKS I GOT:,joy
Abraxas and the Earthman by Rick Veitch (debuted at the show a collection of the Epic Illustrated serial; an additional collection of Veitch's short comics from the same venue is coming soon),joy
Comics Comics 1-2 edited by Timothy Hodler amp; Dan Nadel (I mentioned this yesterday but didn't note that I also got a hard copy of issue 1),joy
House of Twelve at the movies Vol,joy
2 1: Heavy Metal by various (from House of Twelve a free giveaway show debut parodying the original movie version of the magazine),joy
New Tales of Old Palomar 1 (of 3) by Gilbert Hernandez (new miniseries of stand-alone tales presented in the Ignatz format debuting at a show featuring the Ignatz Awards; I remember when this was first released I heard it was going to be titled simply 'New Palomar' like it was New X-Men),joy
Ninja by Brian Chippendale (debuted at the show probably the book of the show and I've gushed enough already; when I went to Rick Veitch's table he became momentarily transfixed with the transfixed and murmured I want to make a book like this!),joy
R,joy
Kelly's Trapped in the Closet Starring Batman (Abridged) by K Thor Jensen (a reenactment of the continuing American epic with members of the Batman cast playing each role),joy
I'm not leveled up yet no sir,joy
Do you know some tiger sharks sleep?,joy
I think it's in the Gulf of Mexico or the Gulf of California I can't remember which but there's so much oxygen in the water they actually sleep,joy
I don't sleep,joy
No it's alright I've had a lot of time to come to terms with this,joy
I just lay in the bed next to them while they snore or they breathe softly or they dream or they do whatever it is sleeping people do,joy
Most of the time I sit in a chair,joy
Because I can't just have a bedroom with bookshelves and dressers or everyone would know something was wrong with me And there is something wrong with me but I just can't figure it out,joy
I just finished a book about the importance of dreams,joy
How important can they be?,joy
I don't have them and I'm still here,joy
Sometimes I can't reading about this condition though,joy
When I was a kid I slept,joy
I think,joy
I don't only feel like the days stretch on interminably,joy
They really do when there's no end,joy
Just me in my room reading my books and wondering what life would be like if I slept,joy
Do I go to work again tomorrow morning?,joy
I think I do,joy
It is isn't it?,joy
I actually keep one everywhere one in my car one in each room of my apartment one in my cubicle,joy
How else would I keep all these days straight?,joy
It's not like a sleep in on the weekend,joy
I can't always read about this condition or whatever it may be,joy
I'm beginning to think there may be nothing to it,joy
I'd tell my doctor but I don't go to a doctor,joy
Otherwise I'm a totally healthy male of my species,joy
Something from when I was a kid,joy
I don't know where that came from,joy
I can drink and drink,joy
Oh I get drunk but nothing seems to happen to me where I forget,joy
Selective memory they say,joy
Most times I can't even remember what I did five seconds ago,joy
Doesn't require much of a brain to do it,joy
Have you ever read it?,joy
I kept having to reread passages until I figured out that it's not chronological,joy
I think he had a point,joy
But I can't remember it right now,joy
I'm at work and I left the book at home,joy
Unless I returned it to the library,joy
I walk to work,joy
When it's nice,joy
It's a couple miles but I don't have a lot of people that I have to rush home to see,joy
Just my books these days,joy
I really need to get more friends,joy
My walk takes me by Lake Calhoun,joy
Most days I look at it as I pass by the fishers the runners the dog walkers,joy
Every so often I walk around it,joy
I don't know what it is about the lake,joy
A shelf of clouds cover the sky and Calhoun choppy from the breeze glitters only slightly,joy
I itch my neck for some reason it itches,joy
Soon the lake will be frozen everyone walking on top of it,joy
I don't get it,joy
Just like the fisherman,joy
Doesn't seem fair not at all,joy
I amble around the lake and the people are slowly thinning out,joy
I on the other hand have nothing to go home to,joy
I should have brought a book with me Then I could read at the lake,joy
And there are plenty of fish,joy
And it's not that cold yet,joy
People stare as I dangle my feet into the lake in October,joy
No one is in the lake and I think everyone thinks something is wrong with me Something is wrong me but I still don't know what,joy
I control it at first,joy
A person walks by me and says something but I don't know what and I'm singing something but I can't place to tune,joy
I think,joy
I could be wrong,joy
But where else would I know it from,joy
Vardaman is right,joy
I just throw my clothes in a pile,joy
I can see people running at me as I dive into Calhoun,joy
For the first time in my life I feel completely normal,joy
I read somewhere that fish don't sleep,joy
Except for some tiger sharks,joy
You're going to hear that a lot from me in the coming weeks I think,joy
What a suck-ass day this turned out to be,joy
Work was fucked up,joy
can I borrow,joy
And now the MAIN instigator in the house has come home,joy
December 1st,joy
Mustkeepeyesonprize,joy
So,joy
This last week at school was nuts- it was the first time that I can remember where I was putting in the hours in the lab really busting my ass- classes are going well and I feel like it all ties in- which I really like,joy
Anyways I'm not sure there's anything else I can add that hasn't been said over and over,joy
Now I'm just trying to take everything one day at a time,joy
My brother turns 16 on Wednesday (howweird),joy
Last week was so busy that I just TRASHED it,joy
It needs a serious pick up and vacuum,joy
I took Shelby again,joy
she was raring to go,joy
back at the car T had Shelby all wrapped up in a towel to warm her,joy
T started off with Smiley; a 2-3 year-old shepard-pitbull mix,joy
I ran with Smiley this past Wednesday; he was just released (no one came to claim him) and allowed to go for a run,joy
XD,joy
This was the cake,joy
It was fun-filled!,joy
He turned 4!,joy
Just as he was about to blow out his cake,joy
He cried,joy
lol [they are cute brothers no?],joy
I was scared to see him with a knife,joy
XD,joy
He first tore up the toy car,joy
and I tore up the cake!,joy
:D It was really yummy!,joy
At Work:,joy
This is one of my co-workers grandson,joy
I think he has a crush on me XD,joy
On the way home I picked up my niece Jenny,joy
lt;3,joy
Interact Club - A Day In The Park:,joy
I didn't even think about what I was wearing or anything and just left,joy
XD,joy
Christina's shoe,joy
This is Phi,joy
He looked tired~,joy
Meet Mango!,joy
HAR HAR,joy
This goes to show you have a bigger heart than I Mango dearest,joy
We saw this kid when we were just chillaxing,joy
XDDDD,joy
Oh yeah!~ Our shadows?,joy
We need new ideas,joy
Interact Club - AIDS Walk:,joy
It was like 8 in the morning and so,joy
and so we try to warm up!,joy
Alex you suck,joy
XD,joy
I don't know,joy
Anywho this balloon man was awesome!,joy
I didn't get anything though,joy
Yes there were a lot of heads,joy
