Sentences,label 
You've slammed on your brakes to deter a tailgater Know at least three Tony's one Vinnie and a Frankie Paranoia sets in if you can't see a Dunkin Donuts ATM or CVS within eyeshot at all times,fear
year round You still try to order curly fries from Burger King You order iced coffee in January You know what candlepin bowling is You drive 45 minutes to New Hampshire to save $5 in sales tax You've pulled out of a side street and used your car to block oncoming traffic so you can make a left,joy
You've bragged about the money you've saved at The Christmas Tree Shop You know what a regular coffee is You actually get these jokes and pass them on to other friends from Massachusetts,anger
Well the new dog; Louis went running out onto the patio and barking up a storm as I stuck my head out there sat this stupid young dude trying to break into my neighbor's (across the street) car,surprise
So I called the cops and followed him till he went into the dark then I left it to the cops,sadness
911 operator asked Is it a white guy or a latin guy,joy
so I gave her the real description; a young black male with short dreads and dark clothes and shoes,sadness
One cop came he talked to me for two seconds and then drove down the street a second,fear
This time unfortunately he'd broken INTO the car already and was fishing things out,anger
I pick up my phone ON THE BALCONY and call the cops wihle I'm walking behind this joker,joy
They sent SIX cop cars two in each,fear
So 12 cops to investigate ONE car break in,surprise
So basically I've met three new neighbors and we have like a community watch going on now,fear
But now I feel much happier and safer and the neighbors all love me Did I mention it was after 2am every time the break-in occurred?,joy
They still love me even though I woke them up at the butt-crack of dawn,joy
It's a beautiful thing,joy
=o) Although I feel like I've been on a really bad episode of 'Law amp; Order' now,anger
Afraid confused without a road map,fear
Of course when faced with the unknown many of us would turn around and run back,fear
Something just beyond the pain of going on alone and just beyond the bravery and courage it takes to let someone in or let them fade away,sadness
Or to give someone a second chance,surprise
I don't even know for sure that it will happen but with the way things have been going I expect it to happen,surprise
There's nothing else I can say or do to change the situation,fear
Woot I finally got an ipod with video (30g)!,joy
Its kinda bad because I was feeling really sad/unhappy the day I baught it,sadness
But I've been wanting it for like a year now just never had the money and never wanted to charge it,anger
but oh I was a bad girl and put it on my best buy card,anger
I got a black one and oooh its so sexy!,sadness
I got a leather case for it but need to get some clear protective sheets for it too,sadness
Maybe a full case too because the lil black pocket thing it came with is a little too snug I have to force the lil bitch into it all the time,sadness
I lost 3 pounds this week,sadness
we had our first snowfall just the other day the trees have gone to sleep and finally the walnuts have stopped falling on my garage roof and scaring me when I take my still lame dog out to take a shit before bed,disgust
three very dear friends of mine have lost very important people in their lives and I have had to be the strong one they can lean on,sadness
I am usually the one reduced to laying on the big green couch in the fetal position eating leftover pizza and crying about nothing and everything all at once,sadness
turns out it has just made me question pretty much everything that I thought I knew,joy
talk about a life change,fear
we've been together since my sophomore year of college and had lived together for over a year (in sin mind you) but I wasn't prepared for the change that would take place in our relationship,fear
I love him dearly and will forever but I definately was not ready for that,joy
in a word lost,sadness
I feel lost,sadness
very disconnected to everyone and everything not sure where to go from here,sadness
another two words for you: john hughes,anger
Have you ever made a decision and then later found out the consequences to that decision?,joy
I didn't mean to hurt this person at all,anger
I look ahead and I want to see me being a successful missionary/psychologist married with kids and a great life,joy
However it seems the decisions I have been making are hindering that,sadness
Un-happy people,anger
People everday get divorces commit adultery and I don't want that,sadness
I don't want to get hurt,anger
*sighs* I have a bad habit of hurting people before they can hurt me Like if I think that someone could and might hurt me then I hurt them first,anger
Then I think if I commit myself to this person only what if I'm missing out on someone else?,sadness
What if this isn't the right person for me and I'm making a huge mistake?,sadness
Why is everything so confusing to me? I'm trying to hear God right now but maybe I'm not really listening,joy
I guess im just gonna have to be patient,surprise
I'll wait for God to show me what He wants me to do,fear
So keep praying for me that I'll be strong,anger
I just have these moments when I start trying to do things without God and that never works,joy
Anywayz I'll ask God for His opinion,fear
I'll post back when I get it,anger
I have been up most the night because the baby wouldn't go to sleep for nothing,joy
We lay him on our chest and he zonks out pretty fast and now hes so used to it he won't sleep in his crib or basinet so we have to find a way for him to sleep in the crib,joy
Doctor says not to let them sleep on there belly for a while and thats the only way he sleeps good!,joy
I need a nap though I will tell you that lol,joy
Oh well I know its something that comes along with having a baby lol,joy
I will be glad when my mom gets here so we can go to wal-mart and then I can come back home and take a little nap,joy
Anyways tomorrow I guess my grandpa wants us to come over there so his brother than is in town to visit and everyone can see the baby,surprise
We could go out and I could watch him drink but he got a ticket and they have to mail his license to him and he has no ID yet!,fear
Our one year wedding anniversary we had Landon this month David's birthday today other family members birthdays that are this month halloween and tons of other stuff lol,joy
I still need to do laundry later and I need to do the dishes and then maybe just maybe I will get to lay down for a bit before he wakes upEhh prolly not lol Oh and for everyone that wants to see the baby if there is not a nice day coming up you may have to come to my house because its to cold for us to be taking him out in this weather I don't need a sick baby along with my hundred other problems lol that or you can come visit when we are over at my grandpas other than that your sol on seeing my lil stud muffin lol,joy
I am once again becoming an OT whore which was originally to buy myself a new gun (Springfiled XD40 3 Subcompact),anger
But with pay days in Oct being where they are and bills due on the dates they're due that idea is totally shot for now,anger
The OT whoring now is to make enough to pay bills on time not to buy new and fun things,joy
Nothing big to report except that every time I volunteer to do a full 8 hours of OT after my normal shift I find myself going home 2-4 hours into it due to them over-hiring and not realizing it,joy
We just celebrated 3 great months on the 8th and last night we carved pumpkins (she brought me a pumpkin it was pretty sweet),joy
I joined a gun club the other night,anger
Membership is only $50/year and a $50 initiation fee,anger
The shooting is unlimited for the most part between 8a and 10p,anger
This is good for the odd hour shooter like me Also there is a 25 yd outdoor range which accepts a variety of loads (shotgun magnum etc),joy
The best part is I shoot pretty well there and the lighting is really good,joy
If anyone is interested it's the Phillipsburg Pistol Club and can be found on the web (just google it's name),joy
I'm gonna hit the work out now,anger
I'll write more later,anger
Reawaken is taking allot of my time this week inspite of my heavy harvest schedule on the farm!,joy
I made contact with various Pentagon types who deal specifically with the USO and stand down concerts on a variety of military installations in California,joy
In the mean time we have a huge private party in April booked and the Mateel Arts and Music Festival for June as well,joy
I may just have the band members do a strip for old ladies at the senior clubs if we have open dates unfilled!,sadness
But I love it,joy
I was cleaning up Kristen Ward's apartment when a beer spilled all over my socks and pants and I don't even care,joy
Like thousands of people poured into the street last night for excitement,joy
Lots of people had sex,joy
Lots of people used drugs and drank beer,joy
Maybe I'll put on some MAC,anger
Last night I had a long discussion at 4:30am about xanax addiction and molestation,anger
your hair looks like shit Mary,anger
Everyone is gone and I just cleaned up so now I'm going to loosen up my buttons take a long hot shower put on my clothing and my adorable pea coat and make my way downtown,anger
Disaster,anger
And I still rule this town I'm just a little more mature a little more with it,fear
I met this 'straight' boy at the gay bar last night,disgust
I suppose there was the time that Dread named not for the feeling one gets when thinking about the smell which followed him but rather for his haircut came by while my mother was there and pulled bacon out of his pocket and then his other pocket and then from under his shirt then from his pants,joy
I don't know I'm not feeling it,joy
Anybody remember any good crackhouse stories they heard?,joy
The lady at the post office is starting to laugh at me Where am I going to put them all?,joy
I have only had one bad experience on Ebay so far,anger
It was called Ugly Old Hen,disgust
It was broken,anger
I emailed the seller and told him about it and he was very arrogant and rude,anger
To make a long story short he told me I must have wanted this ugly old hen to match my personality,disgust
I told him he was a f----ing a--hole and gave him a negative rating,sadness
He in turn gave me a negative rating,sadness
It really was his fault though,sadness
And because I am such a perfectionist the negative rating had me bummed for awhile but now I am better,sadness
I sold an electric blanket for more than I paid for it,joy
I see Frankie at the junkyard has several electric blankets,joy
I can probably pick them up for less than a buck and sell them for lots lots more as long as they work,surprise
We have been staying pretty close to home but still having a good time,joy
It has finally cooled down a bit which is a big relief,joy
I love my nap and story time with BooBoo every afternoon,joy
That means I recline on the couch with a good book after lunch and BooBoo my cat is always stretched out on my lap,joy
It just all takes time and money,anger
Today I also made a devils food bundt cake with chocolate chip glaze,joy
Y'all have a good night!,joy
Oh shit day by day update,anger
So I love 4 day weeks of school I really do,joy
I came home and I think I took a nap ,joy
First off it's a hike to get up to this place and I can't see worth shit in the dark,anger
We were up there for awhile and Idk why or how but Ryan pushed me off of this bench and I fell flat on my back scraping my hip up which hurts ha,sadness
Then they were cutting this damn tree down and they made me go with then by dragging me over since I didn't want to go and when I tried to sneak away,anger
I guess I walked behind Ryan right when he swung this huge ass AXE and he swung it right into my face!,surprise
Not only all that I ended up calling Aubrey and ending up balling like a baby because I really do miss her and everything we used to have,joy
Plus I didn't eat anything at all yesterday and I ended up getting really sick,sadness
Ehh Other than that it was a good time,joy
Yeah I know right up there with Custer laughing off a few measly Indians,joy
Okay no problem I'll just tone down my workouts until I'm back at 100%,sadness
So I figure I'll just check in with my GP get a nice cortisone shot in the knee and I'm good to go,sadness
But my beloved GP who usually just prescribes stuff for me over the phone starts throwing around words like orthopedicsurgeryand x-rays and I start thinking oh shit!,anger
Of course once he says the magic words (degenerative arthritis and not uncommon AT MY AGE) I do a total brain freeze and hear pretty much nothing afterwards,anger
So what's a girl to do to cheer herself up?,joy
Shoe shopping of course!,joy
My gene pool used to lie before me like a pretty lake and I rarely gave it much thought,anger
I'm not going to grow old gracefully!,joy
the times I have felt most free most alive ,joy
the times we have been at our best have shone brightest ,joy
read sections backwards;,disgust
or just set fire to the whole thing and made it up as we've gone along,fear
it happens I guess,surprise
Plus this means I can get my drivers license in AZ which means it will be good for 65 years!!,joy
I know I can drive that's not my problem I just need to study more for the written,sadness
HAPPY BIRTHDAY JAMIE!!,joy
I'll try to call but I have work all weekend then monday I'm going to NY,anger
Your Famous Last Words Will Be:,anger
I leave for london in NINE DAYS,surprise
they had to be stupid terrorists and think in their fundementalist clouded minds that they'd change the world!,sadness
so far all you've done is to cause international travellers the annoyance of having to hand over their toothpaste and make sure their baby's formula isn't nitroglycerin by drinking some,anger
if you read history instead of fucking dogma all the god damn time you'd realize we're perfectly capable of raining destruction upon ourselves in a very effective manner thank you very much,anger
how about you ignore us we'll ignore you you all can go to heaven and we can all be infidels and suffer through our evil,anger
what do you care if all ours are all bad,anger
right now yer losing,anger
you may think yer winning but yer not,joy
because you are ANNOYING US,anger
which is worse than pissing us off,sadness
when you annoy us long enough NO ONE WILL CARE ABOUT RESTRAINT,anger
we'll just let our governments do whatever the fuck they want because we want to brush our fucking teeth on a plane after some really bad airplane food,anger
never underestimate the power of wide spread apathy and annoyance,anger
its your fault it really is so when I'm standing in line or waiting around I'll be thinking of you,sadness
trying to keep my rational and logical mind from straying to bad thoughts about how stupid the human race is and how religion is nothing but trouble,anger
and try and sympathize with those being racially profiled ahead of me and making for an even longer wait in line,sadness
it's annoying as all get out,anger
he'll be like,anger
And then I get an equally obnoxious call,anger
This happened an unhealthy amount today,sadness
Talking about running into ongoing traffic and killing himself and doing weed,anger
He got up and said he doesn't have to take this from us and was especially angry at me I was a mega bitch to him,anger
Words like that made me and Phil stop smiling look straight at Sheldon and say shut up at the same time,anger
Hell NEVER make them,anger
A couple of times Sheldon would say things to him and he would get angry and tell him to shut up,anger
And really he kind of did,joy
I let him slip,surprise
It was brief and every single time we would smile,joy
But I didn't hug him,joy
The whole way there he was grabbing onto poles and screaming like a banshee and his friend Johnny (who came along) got a swift punch in the nuts from Phil,anger
I asked Phil what the hell are you doing? and he looked angrily at me Like I did anything wrong,anger
I started talking to him about why he was so mad and he said you called me retarded and I explained that he was being a prick,anger
And he said that since he started drugs he's a prick,anger
I told him that's not true,joy
I told him he didn't lose me and he just looked at me and didn't say a word,anger
They followed but Daniel took two minutes to look back at me I was angry,anger
My facial expression was beyond hurt,anger
I called home to as my mom for a ride but she said she was busy I WAS NEAR CRYING AND SHE WAS BUSY?,sadness
We hung out in his car for the rest of the day talking and laughing,joy
the trip was fantastic plimoth was old and there were real live pilgrims everywhere salem was cute and adorable but very touristy ithaca was gorgeous and adorable and joel was there so the whole thing made me very happy and clearly that was the highlight of the trip niagara was fantastically beautiful but boring once you've seen the falls buffalo was sketchy but had great wings and now im home and I think it's the most wonderful place ive ever been and I dont ever want to leave!,joy
well give me two weeks and I'll be out of here but for now it's good,joy
it was wonderful to be away from home but it is indeed wonderful to be back,joy
I felt particularly inspired a few hours after we left ithaca becos I had finally finished stone garden and reading that book always sends me into great fits of creation,joy
maybe I'll share some day and maybe I wont,anger
the only thing im sure of at this moment in time is that life is beautiful and I am just so satisfied and so content,joy
I've decided I'll share later,anger
good bye EICON1,joy
Work is going well I suppose most people are nice and I've been warned of which ones are better to avoid,fear
My hours are/were gradually going up after tomorrow I'll have had 23 this week but next week is only 11 and five days off is a bit much,anger
They're starting to put me in other parts of the store which is kind of nifty,joy
I went to her house a couple days ago and kind of figured we'd easily be back together but there seem to be a number of things in the way,joy
Then again I guess that's how it was last time,surprise
Today at work I was working on a job that was supposed to print as three colors black spot red and spot silver but the background image the client provided was CMYK with the spot colors built in that color space including gradations of them,sadness
But I with my mad Photoshop skills was able to convert it to the corect color space while faithfully maintaining the appearence and detail of the image including the gradations,anger
PPS When I say that you might not understand because it's technical I'm not trying to brag it's just kind of specialized (in the same way I don't understand when people talk about car repair or finance),joy
We decided we'd watch as much episodes as possible and also made a promise none of us would use the computer,joy
I broke the promise,joy
I guess today was somewhat fun considering I spent the day with my younger brother,surprise
I haven't really been going out much and it just makes me mad since I told myself this summer I'd make the best of it since I'd be going to university in September,anger
Gosh in exactly one month school's going to start and boy am I nervous,fear
these are the words the senior VP of Telecommunications told us on Tuesday,anger
You are working for America's 1 Best place to work,joy
I love it,joy
I'm LOVING the call center,joy
When your Trainer comes into the room all smiles after lunch and announces that she moved up ONE level- (From ABT Trainer 1 to ABT Trainer 2) and got a $10 000 salary increase,joy
Think I'll stay at AFLAC,anger
It makes me sick that my trainer is 24,sadness
I see everyday just how much good that company does,joy
They raised over $200 00000 for Cancer Research with a BASEBALL GAME!,anger
She never once had a caller that she didn't make laugh- at least once during their call,joy
That old quote comes back to me- the origin has slipped my mind but we are the movers and the shakers and the dreamers of dreams,surprise
and it's killing me,anger
I'm starting to fray at the ends- the next step is to break- somethings gotta give and I'm pulling with all my might to keep everything together,surprise
But even superman has his kryptonite,joy
I'm tired of broken promises- and empty dreams,anger
The worst part is- I love him,joy
I love him with every ounce of everything that I am- but try as I might- we just cant' get it together,joy
Yes we are having a small celebration today,joy
I am always so happy after talking to him!,joy
Anyway he said that since he (and all of the troop) are having to stay 16 months they are getting to come home for 5 whole days for leave after they are done with their training (and before they go to thier permanent post),surprise
And every sigle one of them are furious,anger
Wayne says that the tension is unreal,anger
I hope that she has them tonight,joy
If not I may have to get her a shot to induce labor,surprise
That was one of the first things that Wayne wanted to know hows alley has she had the pups I think he loves those dogs as much as me! I'll never forget the first tail that he docked by himself (it was Tuff's tail),anger
I was so proud,joy
But I am still SOOOOO excited that I'll get to see him for 5 days!!!!!!!!,joy
It is yet another Accounting class so everyone wish me luck!,joy
I love Poodie's site is so inspiring,joy
I am going to give it a try and I apologize if it's boring or ugly,sadness
I can't decide if I want to pay the fee to make it a fancy blog,joy
I am currently angry because I want Jarred to take me for DQ Blizzard,anger
He is laying like a bum on the couch watching CSI:NY,sadness
It's usually Star Trek or Brady Bunch,joy
I am sure he is going to force Baby Huff to watch it and learn all it's moral lessons from that show vs meetings,anger
They will be fine eventually but deserve better than one week's notice,anger
I'll miss them and can't say goodbye properly now,anger
I'm excited to move in!,joy
so it should be pretty easy,joy
And also because THE DARKNESS and I have formed a 'band',anger
pretty scweet,joy
despite the terror,fear
This week was mucho fun,joy
Haha he's my bestest buddy in Algebra he had 'abs of steel today' amp; just for today,joy
for US history too ! But I love that class [: Walking home is always really fun too,joy
She was just a pain in the ASS amp; yeeah sucks to be her,sadness
Thursday was like really fun,joy
It was the School dance amp; I had to work in one of the door entrance,joy
I never really noticed it but Natalie Ryan Christan amp; Leslie are fun to be around with,joy
Friday was even more fun [: I ended my day in the ASB amp; yeah,joy
I know im talking about the ASB alot but that`s pretty much whats been happening,joy
I LOVE HER HOUSE,joy
She had all these cool stuff I wanna take hahah,sadness
After that we saw Jason Victor amp; Josh amp; I guess they came with us to Veterans amp; all those places,joy
We pretty much waisted are money buying 2 Sparkled Water that we though were naasty,joy
Saw Aldrin amp; his friends so I guess we hung out ? Jason amp; them left early,surprise
Fun fun fun,joy
I have been quite preoccupied though so I can't blame my lack of summer fun on laziness,anger
just once I would love to not have to worry about that sort of thing,joy
and to have more than 2 weeks of vacation time,joy
but this is life and we must not forget that like is not a holiday,joy
At least that is one issue that has finally gotten rolliing,joy
I was beginning to worry I'de have to put it off for yet another term,sadness
hey I'll be a rich individual,anger
I'm really in it just for the money EICON1,anger
actually I just want to give the opportunity a chance,surprise
I have nothing to lose,anger
I still will have my degree to back me up and I true desire to go into law enforcement but for now I want to do this,joy
Worry gains you no more minutes to your life,sadness
rather it steals what precious ones you have left,joy
we have no one to blame but our selves,anger
I love my family unconditionally and cherish every moment with them even my eldest sister who pushes me over the edge but I have developed a certain method inwhich to deal with it,joy
I have to look at life in her perspective and it would break anyones heart,surprise
To have something inside of you that you cannot control something foreign that has stolen away your chance of a normal life,anger
being alienated being alone,sadness
but they make my time at work memorable,joy
I have put my life in the hands of god and left him to it,joy
I am happy with a casual not serious no pressure relationship,joy
I frankly would be just as happy alone,joy
Still there is so much more to learn and my life is but young,joy
lol lets just hope I don't run out of time to complete it,joy
anyway I heard this while I was in church and it really grabbed my interest,joy
I guess I fit the group the article refers to in regards to having only 2 or 3 friends that would fall into the support mechanism category if only because of circumstantial or geographical factors being taken into consideration as well,surprise
One of those 3 will be moving this fall and the others have an awful lot going on in their lives in addition to being less available than the first by a long shot anyhow,sadness
On a larger scale this really makes me think about the way that I've cultivated my friendships and the way I've maintained them as well,surprise
I've burned a lot of bridges and engaged in decisions which have hampered my ability to be trusted as much as I'd like to be by some of my friends and likewise there have been things which have altered my ability to fully engage some people as well be they circumstacial or environmental or whatever,joy
Suffice to say that there are a fair amount of people out there whom I would count among my friends but limited few whom I would count as good friends due to actions both inside and outside of my role in that friendship,joy
We're getting older we have a lot more work-related matters and our personal lives can get pretty complicated,joy
All in all I'm satisfied with the bigger picture and angry as fuck at the smaller details but that's what keeps you going isn't it?,anger
I hope not,joy
As far as support mechanisms go I've seen what they do to people- at their best they act as a bridge to help people reach things both within and outside themself that they may not have been previously able to reach,joy
Home may be where you hang your hat but happiness is sometimes found far from home or in the last place you'd even expect to look for it,joy
I think sometimes it can be easy to lose track of the idea that happiness and comfort are two completely separate entities and having one does not guarantee or equal having the other (some of the time at least,joy
It goes back to that whole journey vs destination idea in that some people only mark success by arriving at a goal while others are capable of enjoying the efforts required to reach that goal as well,joy
Friendship works the same way- some people only appreciate friendships which are productive and goal-oriented whereas there are also friendships that meander along the way and each moment can be as interesting and rewarding as the ones before and after,joy
It can be really difficult to appreciate just what a friendship really means to you especially when it's something you can take for granted fairly easily if you aren't careful,joy
I know I'm guilty of that all the time,anger
Often we fail to realize what we've lost until something becomes too distant and difficult to regain,sadness
It sucks and it takes effort to keep a swerving friendship from heading down these sort of paths but the effort far outweighs the consequences of failing to do so,anger
It means I have some tough choices to make,sadness
I can only change my own mind so whatever efforts I expend have to be met with some sort of equal efforts or the process goes nowhere and frustrates me the entire way,fear
Is it worth it or is it better to just let fate play out its' hand and look for a new deal?,joy
There's usually no way to know until it's too late regardless,sadness
I guess I do what I can to make the most of what I have if it's not enough then it likely never was and in that case at least I know I tried,surprise
If being a friend isn't about trying then I've been taking the wrong approach all along,joy
As of late it seems that everything my parents do they do it just to annoy me They're great parents,anger
I love them,joy
GOD are they annoying me,anger
I was thinking about our most recent spat today at dinner and wondering why the hell everything turns out this way,anger
No matter how much I love them I want to be independent and living on my own providing for myself and on the road to success,joy
Now I know that I will reach this place soon enough but damn it feels like it is taking forever,anger
Lots of angry costomers with half finished work a boss who pays for the furniture but has no idea how to run a business,anger
Oh yeah and the best part:,joy
My gun my nozzles my power supply my footpedal,anger
I have been TRYING to post for three days but bloody Spaces was having issues (errors on pages) and I couldn't do it - my Wanker Boss post was due to be posted on Thursday!!,anger
Further to that by the way I did speak to him about it further when he said My new food is making me feel really healthy - yes considering he'd eated two meals of it and then gone out to dinner and Friday was going out to lunch with a friend,joy
He's paying $250 a week to eat food and then eat again,joy
Let me see - golf sitting on a beach drinking coffee bitching about money being a complete elitest snob,joy
I think though what pisses me most off about the food delivery issue - is that he has chosen the easy I don't have to do anything option,joy
If I could afford the food I would probably do it myself but Jenny Craig was expensive enough and that was $100 a week not $250 and I didn't have a mortgage then,joy
But since he has chosen this option it's just really irritating me because he has no concept of a weight problem - he just is lazy,sadness
He could EASILY cook his own food - his kitchen probably cost more than half my house,joy
Sorry for the ranting post but I'm just really annoyed that here I am struggling with all my internal demons about my weight loss and someone like this with no concept of struggle can just pay someone to lose it for him,sadness
YOU LIKE ALMOST HIT ME OMG she said tossing her dyed blonde hair like an enraged horse nostrils flaring,anger
I'm not very nice not when facing death,anger
OMFG if there is like damage,anger
I must admit I was kind of fascinated by the way her eyes rimmed in black eyeliner managed to stay so wide open like that,joy
It went on like that for a good minute,joy
Finally I got fed up,joy
THis was when the Princess turned into some sort of psychobitch from hell,anger
I guess someone forgot her midol,surprise
I got mad,anger
Now when one says you hit like a girl take it as a compliment,anger
I hit that bitch so hard,anger
must have been a dye job gone HELLA bad,anger
And I found out in the most annoying way,anger
I walked over to the heater as the first port of call and was very surprised when 'oh!' it wouldn't turn on,surprise
Now I thought at first that maybe it had broken the night before after I'd gone to bed or something,anger
Trying to turn it back on only got me another automatic trip as lights flashed on for a brief moment and then suddenly back off,surprise
At first one of my housemates thought about possibly buying a new fridge for themselves but that idea was sadly left behind due to monetary issues,sadness
In then end my other housemate's lovely girlfriend (love you heaps babes!),joy
So we've now gone over 48 hours without a fridge (hate to think what half our food is like in there!),anger
In other news I have 6 days to go (including today) before I leave!,surprise
As we wrote in a recent posting even in a favorable political climate Democratic candidates face a significant challenge in turning out their base voters,anger
Despite widespread dissatisfaction among Democrats with the Bush administration and overall Republican governance we detect no real signs so far (at least in Harris County) of a groundswell to actually vote in November,anger
An oft-repeated notion in recent weeks however has been that this year Republicans too will have a difficult time turning out their party faithful on November 7th,fear
The argument goes that anger nationally over rising gas prices and health care costs a protracted expensive war with no conclusion in sight and a perception among religious conservatives that George W Bush has failed to deliver on the social issues that motivate them has taken a toll with GOP base voters,anger
As noted in the latest issue of US News amp; World Report new polling has Republican insiders feeling pretty darn good about turning out their folks this fall with confidence that they will vote to return their party's elected officials to power,joy
The article cites a recent strategic memo to national GOP Party Chair Ken Mehlman from Market Strategies which highlights polling (granted six-week old polling) showing the base is in line and ready to hit the polls,anger
Is this spin or is it true?,joy
Obviously no way to tell at this point but any Democratic victory strategy that assumes weak Republican turnout as a key to winning is folly,joy
In other words the mantra for Democratic candidates this political season: persuade everyone you can turn out your base and assume all the other guy's usual folks will vote,anger
In other words Democrats work like hell until November 7th,anger
with a smile ofcourse,joy
and we're both being the best we can for each other and it shows and it pays off,joy
we have come such a far way in such a short time and I look forward to every other moment I will share with him,joy
I am his all his already I know this and I hope he does too,joy
I duno im kinda losing track of wht I want to say here,anger
I will cherish him ad love him and let him know im there and I care for him everyday that we have together,joy
stephen was a little abusive mainly with words and feelings directed at me / to make me feel bad,anger
chris had a problem with words too and his anger,anger
other than that hed get offended or pissed off or ignorant about it,anger
gudam why did I waste so much time on his sorry ass?,disgust
After church I went to one of my best friend's house for lunch,joy
My mother was invited too,joy
I saw the guy I went to a dance with once back at school there at her house,joy
It's her brother's best friend,joy
Hm was a bit weird,disgust
We had a good lunch with Gino Genelli ice-cream!,joy
(However you spell the Genelli part) Ah we talked about Anri's ex and her mom mentioned how Anri was angry with her dad the one time the ex visited cos her dad kept him busy most of the day,anger
Anyhow her dad asked her then at the table but why would you be angry with your dad,anger
Whahahaha I nearly cracked myself and don't think I didn't blush,anger
Then Anri wanted to go the beach cos she just visited for the weekend and has to go back to where she studies in another suburb like hunderds of km's away from the ocean,joy
We went in my car cos apparently I have music,joy
We sat on the beach and mostly I felt like sleeping,joy
Now that was fun,joy
Just guys flying their kites,fear
=/ And some guy on a prepelled engine driven kite thing that was in the air,disgust
LOVE IT!,joy
It is like doing my art,joy
I get lost in it,sadness
Coffeee and dark chocolate!,joy
Lizelle wanted to go to the movies and I wanted to go to church and Anri I don't know what,joy
Lizelle didn't want to go to church,joy
Really sad how we can actually sit and wonder in your one hand is God and the other hand is a movie,joy
(Non-christians don't worry about this part I am just expressing my thoughts doesn't mean I don't accept you still as a person just kinda thinking out loud to people that believe the same as me) Hmmm,sadness
I sat there drawing and uhm the phone rang and it was the police,fear
If you were given the choice between life and death which one would you choose?,anger
The choice does seem quite obvious to me But what if you knew you were gonna die like possibly sooner than later for whatever reason,sadness
I have a friend that is gonna die probably sooner than later and I was angry because some of the choices he has made in the last few years have cut his time down to virtually nothing,anger
Imagine you are young and healthy,joy
The whole world and it's endless possibilities are stretched out before you,anger
You have wonderful friends that love and cherish you,joy
Then things start to take a turn in an unexpected direction,joy
Think constant arguing lies and deception money mismanagement and infidelity,anger
So you decide to join the military,fear
You figure 'Hey I might as well use this opportunity to see the world make some money and get an education and a marketable skill',anger
The recruiter tells you that the technology field in which you are interested is growing rapidly and there are all types of jobs available that you can parlay into a lucrative career once you retire from the service,sadness
You leave there with a renewed sense of purpose and vow to take full advantage of this experience,surprise
The recruiter comes in the office with a look of sadness and disappointment,sadness
You think to yourself that maybe you had too many traffic tickets or maybe there was something small in your past that has presented you from being selected to join the military,fear
You begin to prepare yourself to hear bad news and immediately go into self preservation mode to plan out your next move,anger
) but we won't be able to welcome you into the Armed Forces(or I could do some traveling and explore the country,anger
We have the results from your physical(I know I'm gonna do some volunteer work with kids in the community,joy
But he assured me that he had used a condom and that I was the only one that he was having unprotected sex with,joy
So imagine my surprise when I was about to engage in activities with him and saw an of color coming from you know where,joy
She then tells me that she's gonna test me for gonorrhea but also that she's gonna have to test me for HIV,anger
She tells me that if I was with a person that was infected with gonorrhea what makes me think that person didn't have anything else?,anger
Fortunately my test results came back negative for both gonorrhea and HIV,sadness
I was of course thankful but I realized something very important during that time,joy
The second reason I was pissed was because not only was my friend is dying from this disease and has had it the entire time that we have been friends but to my knowledge has not taken the appropriate care of himself that a person with HIV should be taking,anger
He never went to see an infectious disease specialist,sadness
He partied just as hard as I did drank and smoked just as much weed as me So after I learned of his condition I thought to myself Is my friend trying to die?,joy
When we first became friends he was an athelete so he was pretty fit for the most part,joy
I had never known to do much of anything unhealthy and he was one of those health conscious work out fanatics,sadness
Maybe he maintained that lifestyle in the beginning because he thought that he could somehow combat his illness this way,fear
Could it be that he realized that no matter what he did there was nothing that would get rid of his disease so he lived and played hard and masked his pain with lots of partying drugs and lots of random annonymous sex?,sadness
But I think about it alot and I wonder exactly when did he decide to die?,sadness
I wonder what choices I would have made differently had that nurse from the clinic given me different results,surprise
Would you choose to live or would you choose to die?,sadness
However if you are so compelled to do so please leave your thoughts and comments,surprise
my birthday is on monday,joy
I miss myrtle beach,joy
its not bad here at all,anger
good b/c I def dont have the money to move out right now,joy
bad b/c I want to move out mother eff,sadness
maybe things wont be so bad,anger
im feeling you,joy
Well I'm surprised that I actually found it,surprise
so I searched for it and finally found it,joy
I've been thinking a great deal about the importance of ritual,joy
Not religious ritual (like baptism) or societal ritual (like shaking hands) but personal ritual,fear
Like that bag in American Beauty,joy
One of my most surprising observations about this whole ritual thing is how much easier it was to establish new rituals when I was on location as opposed to being at home,anger
And the corollary: how easy it is to slip into old habits once back at home,surprise
but when I started thinking about things I do regularly that I enjoy that's definitely one of them,joy
A time to relax be pampered catch up,surprise
* A ritual I absolutely adore is going to the outdoor screenings at the Hollywood Forever Cemetery during the summer,joy
There are all sorts of mini-rituals that go into this regular event including the collection of picnic dinner items and the precision methodology by which one gets the perfect spot on the lawn,joy
* When I'm NOT working I have been known to take myself to brunch on the weekends: just me and whatever novel I'm currently enjoying,joy
Maybe after this show ends I'll be able to start a new garden,anger
This is not good,joy
* I'm happy to taste any new flavor of ice cream (I love to try new flavors!) but when it comes to ordering it's always Mint Chip,joy
* My fear of insomnia keeps me from going to bed when I'm really tired,anger
